,Cluster_1,Cluster_1,Cluster_2,Cluster_2,Cluster_3,Cluster_3,Cluster_4,Cluster_4,Cluster_5,Cluster_5,all_patnos,all_patnos
116,Protein_NTS,0.2881887230353408,Protein_ROBO3,0.33370050263768025,Protein_MAN1C1,-0.28166504078097,Protein_UNC5D,-0.35850213941090114,Protein_DDX39B,0.40136954822296556,Protein_SIRPA,11.05564639673835
117,Protein_OLR1.1,0.2881200489367206,Protein_CFB,-0.33366003002486,Protein_TFF2.1,-0.28161426203699946,Protein_HTRA2,-0.3571142601933297,Protein_CST2,0.39901485501845535,Protein_PCDH9,11.02500034923635
118,Protein_LRP12,0.28809651261333524,Protein_ISLR2,0.33282332365585,Protein_TGFB2,0.2796753943429895,Protein_NEGR1,-0.3561174050562004,Protein_QPCT,-0.39769413059066494,Protein_PRCP,11.0147217026556
119,Protein_C1QTNF3,0.28762000001511057,Protein_HAPLN4,0.3318800000155049,Protein_C3.5,-0.2794880115530791,Protein_HAPLN4,-0.3551944879553348,Protein_INHBC,0.397690626547335,Protein_COL18A1,10.9980335711669
120,Protein_CHRDL2,0.28592941955608087,Protein_MST1,-0.33165037933533537,Protein_CD177,-0.2794381977650602,Protein_CNTN4,-0.35268833800004984,Protein_SERPINA5,0.39713945234838466,Protein_MDK,10.98594704866445
121,Protein_UBE2V1,0.28541151691292477,Protein_SERPINA7,-0.33138900385899817,Protein_CCL16,-0.2780289269669547,Protein_UCMA,-0.35252620426907466,Protein_CFHR5,0.39588426663355447,Protein_IGHG1,10.962095047484851
122,Protein_CTAG1A,0.2851490675495003,Protein_EPHA5,0.3304611822047603,Protein_MSMP,-0.2773161253350702,Protein_GALNT13,-0.35015420049739987,Protein_CA3,0.3933994140294801,Protein_DYNLL2,10.961704765872849
123,Protein_STX12,0.2851346303475646,Protein_B4GALT6,0.3302688629549504,Protein_CCL23.1,-0.2764879992859992,Protein_UBE2V1,-0.34939634090952065,Protein_SERPINA3,0.3931775722476498,Protein_FAM19A5,10.945119334113201
124,Protein_GRIA4,0.2848060645248194,Protein_SERPINE2,-0.33022185505566526,Protein_TBCA,-0.2749789824462008,Protein_NTM,-0.3492040028393504,Protein_HAMP,0.39286830500267467,Protein_ERAP1,10.9379685716575
125,Protein_RAD23A,0.28476019205764036,Protein_STX2,0.32972073880756625,Protein_STAT1.1,-0.27407508622236065,Protein_NLGN3,-0.34812431138844957,Protein_REG1A,0.3922464729925448,Protein_IDS,10.89029491268785
126,Protein_AMIGO2,0.2847357742732197,Protein_SCGB3A1,-0.3284402107584752,Protein_HNRNPDL,-0.2740588597365301,Protein_NXPH2,-0.34757893345994484,Protein_RHOA,0.39195924068731003,Protein_DNAJB2,10.88959389877705
127,Protein_PILRA.1,0.2843346169485095,Protein_EFNA5,0.3277184937818003,Protein_F2.1,-0.27401584732084494,Protein_FGF19.1,-0.3475561338084545,Protein_IGFBP3,0.39084397835009055,Protein_CD55,10.88925242319785
128,Protein_OLR1,0.28388797800375976,Protein_GAPDH,0.3272673114679936,Protein_F9.1,-0.2735688226245001,Protein_B4GALT1,-0.34665076002892903,Protein_SERPINF2,0.39031149058863024,Protein_PTPRU,10.8866005560493
129,Protein_STAT1.1,0.2824433125345549,Protein_VSNL1,0.32584531225823454,Protein_CHST15.1,-0.27316494345326614,Protein_NEFL,-0.3449616232661805,Protein_DDX6,0.38949379406371065,Protein_IFNG,10.877382991182301
130,Protein_HHIP,0.2810666294191493,Protein_STMN2,0.32580011951570853,Protein_CRABP2,-0.2723784272430301,Protein_LRRC4C,-0.3443628001086103,Protein_HBA1,0.38901008699181494,Protein_RTN4R,10.87198251822525
131,Protein_CHIT1,0.2805707574155143,Protein_SERPINA4,-0.3243179814024799,Protein_FGFBP3,-0.26734695238932993,Protein_TYRO3,-0.3441869244662503,Protein_MIA,0.38874018206200045,Protein_LMAN2.1,10.8691596186217
132,Protein_NTRK2,0.28043254725677347,Protein_F13B,-0.32400045841685454,Protein_PRSS1,-0.2664534240540197,Protein_EPHA10,-0.34412848151842024,Protein_ATP5O,0.38680436766297044,Protein_NRXN1.1,10.85704931128905
133,Protein_LRTM2,0.2803100780425911,Protein_FAM171B.1,0.32378096662348455,Protein_ERP29.1,-0.26557863772857004,Protein_VAPA,-0.34395812777558055,Protein_ISM2,0.3850351307404205,Protein_ENO1,10.843369213395
134,Protein_HS6ST1,0.2801552103255256,Protein_STX3,0.32373716691778043,Protein_ASPN,-0.2649944860131699,Protein_MAP1LC3B,-0.343471430574124,Protein_SMIM24,-0.3842133002952801,Protein_DNER.1,10.83701723477025
135,Protein_PYY,0.2792979540534395,Protein_SFRP1.1,0.32359360406758064,Protein_CCL28,-0.26498535569840076,Protein_DLK2,-0.34226347574964855,Protein_CHGA,-0.3834256449643494,Protein_SMOC1,10.8253796704176
136,Protein_GDF15,0.2792153044456902,Protein_CRTAC1,0.3231287457147154,Protein_APOD.1,-0.2636014687470647,Protein_UBQLN4,-0.3415635105623558,Protein_PPBP.2,0.37984548939742036,Protein_SEMA4D,10.79812201366545
137,Protein_ENO2.1,0.2790194013195406,Protein_DOC2B,0.32240000812280023,Protein_CIRBP,-0.26338463827837977,Protein_SLITRK5,-0.34145320508145094,Protein_ABHD14A,0.37967792743156936,Protein_WFDC2,10.796619094934751
138,Protein_XG,0.2785979820563007,Protein_EFCAB14.1,0.32183930883364553,Protein_WARS,-0.26215951926558034,Protein_LRP8,-0.34047978300020976,Protein_TNFAIP6,0.3793044427462302,Protein_PPIA,10.79313653145925
139,Protein_PXDN,0.2781609633855098,Protein_IGSF8,0.32165581943371,Protein_LRP1B.1,-0.2614364835155256,Protein_MAGI2,-0.3404681638212397,Protein_F10,0.37818403976026493,Protein_APOH,10.781489673891
140,Protein_STX8,0.2774633800524491,Protein_MSMB,-0.3193424375923559,Protein_NEFL,-0.26112439348229,Protein_TMEM132A,-0.34015047976159885,Protein_SHBG,0.37814556205358496,Protein_ALDOA,10.779773104436849
141,Protein_METAP2,0.2771490055847954,Protein_VIP,0.31931158353045985,Protein_PSMA7,-0.26019528665280056,Protein_PPP3CA,-0.3393532262648751,Protein_C2,0.37761578064466494,Protein_PCOLCE,10.7456075685577
142,Protein_STX2,0.27694566938206666,Protein_HAMP,-0.3188626470132352,Protein_TFPI,-0.2594161700844104,Protein_NDRG4,-0.3386838046193459,Protein_PROC.2,0.3766837359455102,Protein_NEGR1,10.735926756821751
143,Protein_COL4A3BP.1,0.27675739552060996,Protein_LRP11.1,0.31884953265349036,Protein_IL17B,-0.25890069152864026,Protein_EPHA5,-0.3377263736677443,Protein_ANXA2,0.37616748136620526,Protein_EPHB2,10.730700330755749
144,Protein_TIE1,0.2760032707205511,Protein_EFNA2.1,0.3184368486491991,Protein_AZGP1,-0.2588875244081752,Protein_NTRK2,-0.3351333130866312,Protein_PI3,0.37485929390209005,Protein_RNASE6,10.7249685301915
145,Protein_ITIH4,0.27567445103731014,Protein_TSPEAR,0.3179229639523502,Protein_CLEC11A.1,-0.2579041971678899,Protein_KIRREL3,-0.3351259246431306,Protein_LCN2,0.3724563826670346,Protein_BMP6.1,10.7219124554258
146,Protein_TGFB2,-0.27470683520308525,Protein_IMPAD1,0.31772591660910443,Protein_ABO,-0.2575701802805659,Protein_CPB1,-0.3348882695011097,Protein_ANXA2.1,0.37233544744535507,Protein_RIDA,10.72181270839865
147,Protein_CGA.2,0.2741942340616599,Protein_SYT5,0.3176306950338095,Protein_TGFB1,-0.2574066474556904,Protein_EFNA5,-0.3342661142280994,Protein_RBP4.1,0.3718884795678048,Protein_ALPL,10.69162352850935
148,Protein_SLITRK3,0.27307181348138965,Protein_SCN2B,0.3172996346572603,Protein_CGA.4,0.25706314741582403,Protein_FAM189A2,-0.3341142434884503,Protein_CCT5,0.370712120473625,Protein_TCN2,10.6676262208748
149,Protein_C1GALT1C1,0.27299428971884465,Protein_ISM2,-0.31622427707006473,Protein_UBE2E1,-0.2560022483929041,Protein_L1CAM,-0.3339911333264798,Protein_PRSS2,0.36998816896246023,Protein_SCUBE1,10.657895665522599
150,Protein_CBL,0.2728470952748454,Protein_SERPINA4.1,-0.31569575260871474,Protein_TREM2.2,-0.253669519989975,Protein_PRKCG,-0.33321362966962553,Protein_PPBP,0.36779082552574494,Protein_PGAM1,10.64747971718485
151,Protein_ART3.1,0.27262109316455074,Protein_KLKB1,-0.3148425548825946,Protein_HGFAC.1,-0.2535234808334601,Protein_RGMB,-0.33299130478529904,Protein_HNRNPA1,0.367734417329205,Protein_MFAP4,10.6444502325919
152,Protein_PCDHA7,0.27254085252429494,Protein_TYRO3,0.31413673078176974,Protein_KLK11,0.2529266876241003,Protein_TFPI2,-0.3311768448497747,Protein_TAPBPL,0.36751574214985516,Protein_RNASE1,10.6351077144285
153,Protein_FGG,0.2720449907431446,Protein_IGHA1,-0.31405592126113024,Protein_TAGLN,-0.252841928677654,Protein_YWHAG,-0.33064292919689064,Protein_IGHA1.1,0.36741091964712025,Protein_ARSK,10.628123139200149
154,Protein_PTPN11.1,0.2719395813497454,Protein_MMP3,0.3140529031254804,Protein_NPW,-0.2525449576583956,Protein_C6,0.3299115238543502,Protein_TMEM132D,-0.36621413158479044,Protein_SPON1.1,10.6254423726184
155,Protein_CD300C.1,0.27162157591836555,Protein_RAB6B,0.3135872695257049,Protein_EPYC,-0.2514051332832654,Protein_VSNL1,-0.3299082753291853,Protein_CGA.4,-0.3643893448986608,Protein_AP2A2,10.5997580992327
156,Protein_MMP19,0.2711700784816453,Protein_LRP11,0.3107047016759097,Protein_COL4A3BP.1,-0.24890889562360474,Protein_PSG5,-0.32989517252092515,Protein_ENPP7,0.3636137882987196,Protein_SFRP1,10.537901997077949
157,Protein_SCARF1,0.2711300661586207,Protein_FLT1,0.3105744987530459,Protein_DDX39B,-0.24887168346839506,Protein_VTI1A,-0.3289708206670703,Protein_TRA2B,0.3574571990169302,Protein_ALDOC,10.53739184547875
158,Protein_FAM19A1,0.2708304200163152,Protein_PLXNC1,0.31027668916666507,Protein_CYTL1,-0.24885331708455638,Protein_GLRX2,-0.32885407404918965,Protein_NAMPT,0.35554647365548986,Protein_NLGN3,10.516854083159
159,Protein_ARL2,0.27062270486052054,Protein_CHL1.1,0.31020914062460037,Protein_C6,-0.24844751832106926,Protein_SURF1,-0.3287236476040891,Protein_RRM1,0.35516671879320505,Protein_LSAMP,10.49498560341995
160,Protein_GGT2,0.2696412620604147,Protein_TNFRSF21.1,0.30975500153044955,Protein_PPBP.2,-0.2481933381934649,Protein_FGFR3,-0.3268215639625751,Protein_FCGR1A,-0.35403998744970444,Protein_KLK11,10.4408460044039
161,Protein_NPTX2,0.2695396019791749,Protein_RBM22,0.30956366933206425,Protein_CILP,-0.2470221092799001,Protein_MANSC1,-0.32679099302697523,Protein_CBLN4,-0.3538526250579901,Protein_NTM,10.4140435663796
162,Protein_ST3GAL6,0.26951963392507006,Protein_SEMA7A,0.3088962740183998,Protein_DCTPP1,-0.24404217919062,Protein_LSAMP,-0.3266868458436498,Protein_AHSG.1,0.35159142353229544,Protein_EPHB6.1,10.40440026082495
163,Protein_TREM2.2,0.26932587790017504,Protein_TYRO3.1,0.30887229887811074,Protein_DAG1,-0.2420027915709202,Protein_HSPD1,-0.3259557050932793,Protein_ADIPOQ,0.35078551596515517,Protein_C1QA,10.3931328804504
164,Protein_PILRA,0.2691615069728215,Protein_STMN3,0.30795122114834506,Protein_HEXB,-0.24192603798238554,Protein_AP2A2,-0.32556253691949966,Protein_SERPING1.1,0.35017798751272977,Protein_F5,10.3834948656301
165,Protein_VAPA,0.268915321945995,Protein_KIRREL3,0.3075096324470996,Protein_IGFBP3,-0.2413391991091851,Protein_KIT,-0.3254831822980302,Protein_AZGP1,0.3496234120690298,Protein_SEMA7A,10.3594636794106
166,Protein_UNC5A,0.26862599342049,Protein_CCL16,-0.30607015815677485,Protein_ANXA2.1,-0.24128539880124045,Protein_TMEM9.1,-0.32500014251178566,Protein_CPT1B,0.3488654537368898,Protein_C3.1,10.34615573623975
167,Protein_HAPLN4,0.26852827840066995,Protein_STOX1,-0.30481633083118487,Protein_C1QA,-0.24106263209240097,Protein_CHL1,-0.3247706661682992,Protein_PLBD1,0.3483820085403,Protein_LYZ,10.345806820208999
168,Protein_SLITRK5,0.26802112682569934,Protein_VTI1A,0.30480511957784984,Protein_SLPI,-0.23981543454145005,Protein_EPHA5.1,-0.32456020314446477,Protein_AMY1A,0.34787693899478933,Protein_SPINK6,10.327480000000001
169,Protein_KCNE5.1,0.2673253497331345,Protein_FAM171B.2,0.30457638780871044,Protein_CST6.1,-0.23973846240635943,Protein_EFNB3,-0.32416297753812007,Protein_NQO1,0.3478581585056455,Protein_CCK,10.317724654284099
170,Protein_PAM,0.2669356348798,Protein_PLXNB2,0.3038102495396089,Protein_PENK,-0.23950610497260527,Protein_LRP12,-0.3231280669576395,Protein_NPTX2,-0.34722109541343915,Protein_F2.2,10.3088052320421
171,Protein_TMEM59L,0.2669185977381603,Protein_CFI,-0.3030641825170646,Protein_PLG.2,-0.239355820434755,Protein_ALDOA,-0.3221560123916989,Protein_BPIFB1,0.34511706927017016,Protein_DLK2,10.295818959247349
172,Protein_AGRP,0.266288257664685,Protein_NLGN1,0.30293577727690035,Protein_PRSS8,-0.23903130947785467,Protein_RIDA,-0.3213979271758003,Protein_LMAN2,0.3439122893273101,Protein_STX8,10.29224934739725
173,Protein_PRKCB,0.26574778302462043,Protein_RPS27A,0.30287145268857074,Protein_RNASE1,-0.23878476457299946,Protein_XG,-0.32119371537153896,Protein_EPB41,0.34284151909248006,Protein_FLRT2,10.2604962191713
174,Protein_ISLR2,0.2656603456934503,Protein_PGLYRP2,-0.30276666953982545,Protein_IGFALS,-0.23796500735871984,Protein_FLT1,-0.31994666123452964,Protein_ACAN,-0.3415751849777653,Protein_WIF1,10.248946612176649
175,Protein_LINGO1,0.26505992810877466,Protein_PRKCG,0.3020567301594035,Protein_MAPK3,-0.23736734304198048,Protein_METAP2,-0.3193538827762543,Protein_IGHM,0.34023737663098985,Protein_EPHA4,10.2475969939388
176,Protein_CSMD2,0.26425998618079927,Protein_IGFALS,-0.3019058651986102,Protein_ARHGDIB,-0.23685651460478407,Protein_C11orf68,-0.3191929107011253,Protein_MPO,0.33948251057370005,Protein_FBLN5,10.22483672115125
177,Protein_IL17B,0.2640325126133596,Protein_GLRX2,0.3015350360832656,Protein_TST,-0.23658908311662952,Protein_RAB6B,-0.31886288841496,Protein_FGA,0.3386509786587797,Protein_MGP,10.2087420007872
178,Protein_TXNRD1,0.2638879380570298,Protein_GP5,-0.3002919288138406,Protein_TFF3,-0.23625478037830838,Protein_AMIGO2,-0.3181957670471154,Protein_TPM4,0.3382124050579951,Protein_CHL1.1,10.2084375850356
179,Protein_MAGI2,0.26341508411472514,Protein_DLD,0.2998671623494449,Protein_TNFRSF11B.1,-0.23606172166488015,Protein_ADAM23,-0.31692235357123444,Protein_SCGB1C2,0.33792044718364966,Protein_XG,10.2050893637806
180,Protein_KLK11.1,-0.2633427397522601,Protein_LINGO3,0.29953261442005363,Protein_GSN,-0.2359771045306296,Protein_DNASE1L2,-0.3165873022246646,Protein_STOX1,0.33776722440593065,Protein_YWHAZ,10.1978857149119
181,Protein_EPHB6.1,0.2617192727694002,Protein_LRRTM2,0.29943121439445086,Protein_NPS,-0.23562993454947012,Protein_TPI1,-0.31632617920143336,Protein_TMEM132B,-0.3376774351557348,Protein_ALCAM,10.18934544074125
182,Protein_EGFR,0.26161103633308613,Protein_IGHA1.1,-0.29922629574648507,Protein_PLA2R1,-0.23481471099832074,Protein_IGHD,0.3160870326381249,Protein_F10.1,0.33663993366334966,Protein_ART3.1,10.1673288628411
183,Protein_YWHAB.1,0.261058609679405,Protein_MMP8,0.29904926204374416,Protein_POSTN.3,-0.23460409589627007,Protein_RELT.1,-0.315866384095731,Protein_F2,0.33409843877734025,Protein_KIAA1549L,10.16355782728885
184,Protein_PCSK9.1,0.26094911399286147,Protein_STX8,0.2982189716588497,Protein_PTPN11.1,-0.23441690563095463,Protein_CA4.1,-0.31498951994643987,Protein_MFGE8,-0.33360394616760036,Protein_EFNA2.1,10.1542442193306
185,Protein_NPNT,0.26067651595177477,Protein_SELE,-0.2982048512318256,Protein_VTN,-0.2339838790459643,Protein_PLXDC1,-0.3149604930622152,Protein_WIF1,-0.32895375871930455,Protein_OLFM2,10.149650665588851
186,Protein_LAMC2,0.2605530901190094,Protein_CA4.1,0.2977654370957099,Protein_PPBP,-0.23398133218667505,Protein_GDF11.4,-0.3146187659921651,Protein_LINGO1,-0.32759757644487486,Protein_JAM3,10.1106344945219
187,Protein_NEGR1.1,0.2604657416477201,Protein_AMBN,-0.2973008085714697,Protein_FABP4,-0.23379690620104965,Protein_STMN2,-0.31434683103671546,Protein_STAT1.1,0.3275754426280697,Protein_ESAM.1,10.1080940030533
188,Protein_NPTN,0.26016793258249526,Protein_TMEM59L,0.2968580000000003,Protein_MLEC,-0.2331693583106551,Protein_IL6ST,-0.31423804593116955,Protein_TFF2.1,0.3273279625411454,Protein_ANGPT2,10.1080645155468
189,Protein_POSTN.3,0.2593394699413498,Protein_FETUB,-0.2967751019884597,Protein_A2M,-0.23264495979947508,Protein_NRXN3,-0.3130129540167008,Protein_GALK1,0.3271108685049695,Protein_B2M,10.09122171146905
190,Protein_SUMO2,0.259180890210835,Protein_HGFAC,-0.2966415147194752,Protein_DEFB1,-0.23247223631796032,Protein_GRIA4,-0.31220087846165034,Protein_ACP7,-0.32549225058703923,Protein_TNFRSF11B.1,10.075001783233951
191,Protein_DNAJB11,0.25898507887279054,Protein_C3.3,-0.29647227792565456,Protein_LUM,-0.2318051563987753,Protein_CRELD1,-0.3121422955498647,Protein_IFI16.1,0.32412665192786516,Protein_KNG1.1,10.074545041833751
192,Protein_CNDP1,0.25890025213164947,Protein_MAGI2,0.29618719653754066,Protein_MED1.1,-0.23083762831053,Protein_PAK6,-0.31202684089323585,Protein_DBNL.1,0.3240468176437554,Protein_CFH,10.072800580213
193,Protein_CYTL1,0.25879045653812405,Protein_LRP1B.1,-0.29487953016955526,Protein_C2,-0.2307750539786948,Protein_DYNLL2,-0.3119150824917982,Protein_SST,-0.32254761566181367,Protein_NRXN1,10.064397289511199
194,Protein_MANSC1,0.25873133751289945,Protein_FGFR3,0.2929173010300854,Protein_B3GNT8,-0.2306978736420051,Protein_ALDOC,-0.31188088518529966,Protein_TNFRSF10D,0.3216032822422408,Protein_BAMBI.1,10.05838492571185
195,Protein_SV2A,0.25869183365600446,Protein_IL1R2,-0.29278738034787466,Protein_ADAMTS13,-0.2302818307546901,Protein_ENPP5,-0.3116982741656802,Protein_ANGPTL3,0.3215661898006248,Protein_IL6ST,10.03058196351445
196,Protein_FAM234B.1,0.25867958825611037,Protein_NEGR1,0.292782540626348,Protein_FSTL3,-0.23025310115672326,Protein_WFDC1,-0.3115349996660992,Protein_CD40,0.32093311555874005,Protein_FSTL5,10.0160602329583
197,Protein_HAVCR2.2,0.2583693584755351,Protein_KNG1.1,-0.29233804183375156,Protein_C1QTNF3,-0.2300630831367947,Protein_GRB2,-0.3111197026467769,Protein_LCP1,0.32033708830335916,Protein_LINGO3,9.994007043260346
198,Protein_MDH2,0.2579973797800408,Protein_C3,-0.29230398176840033,Protein_CTAG1A,-0.22964908319943955,Protein_FGFR1,-0.3109526182024349,Protein_AMBN,0.31875699614552033,Protein_EPYC,9.987697608904426
199,Protein_SMC3,0.2577349451644144,Protein_PAPPA,-0.29134216288921033,Protein_ACY1,-0.22715391785415484,Protein_HFE2,-0.3108893188656747,Protein_THTPA,0.31863507811269454,Protein_CACNA2D3,9.98576033135241
200,Protein_GAPDH,0.2565356319000136,Protein_VWC2,0.2913159592379255,Protein_CFHR1,-0.22659077688965024,Protein_FGF19,-0.3097713832526954,Protein_ATG7,0.3171443964127998,Protein_LRP8,9.96286084336348
201,Protein_MDH1,0.2563324425275004,Protein_YWHAG,0.29127292347952416,Protein_CPN2,-0.22649203041879495,Protein_DDR2.1,-0.30931904711806957,Protein_NRXN1,-0.316793288542188,Protein_NCAM2,9.956643643296525
202,Protein_ADAM22,0.2561733905310364,Protein_PRKCB,0.2904407410961003,Protein_CLEC11A,-0.226426747534906,Protein_SEMA3G,-0.3090010050055847,Protein_HMGB1,0.3158702736149257,Protein_CD5.1,9.956266898458196
203,Protein_MSMP,0.25593413558698996,Protein_VTN.1,-0.2902111412290349,Protein_AGRP,-0.22606741971067024,Protein_SYT5,-0.3085823015981304,Protein_IGFL1,0.31551502443087487,Protein_CBLN1,9.9489559215777
204,Protein_ALDOA,0.2558756197964511,Protein_GPHB5,-0.2901664099796304,Protein_DKK1,-0.22541086186526016,Protein_SEMA6B,-0.30843408215786994,Protein_SEMG1,0.3143216852123052,Protein_MATN2,9.947983398853669
205,Protein_PENK,0.2550189961016547,Protein_MANSC1,0.2900943232014406,Protein_LILRA3,-0.22527010775628487,Protein_NDUFV2,-0.30825164131689986,Protein_DARS2,0.31182210074852024,Protein_TREM2.2,9.939900076920974
206,Protein_DPYSL3,0.2548689597129252,Protein_MAP2K4,-0.28947654058619054,Protein_SMC3,-0.2250650438087849,Protein_CLMP,-0.3081343682365443,Protein_SERPIND1,0.30951446491556034,Protein_CNDP1.1,9.93841805437252
207,Protein_NRXN1,0.25476789160310087,Protein_LILRA3,-0.289382612259625,Protein_C3.4,-0.2240391736392402,Protein_TYRO3.1,-0.30781578279566,Protein_CDH3,0.30942767177668484,Protein_LINGO1,9.916630071891225
208,Protein_CIRBP,0.254513731714165,Protein_MDH1,0.2885628962291005,Protein_ANXA2,-0.22389765474408918,Protein_CSRP3,-0.3075695343353497,Protein_YBX2,0.3091032311711497,Protein_LRP11,9.90817651473159
209,Protein_MMP8,0.25377749721366927,Protein_F9,-0.2881567250501842,Protein_CCL18,-0.22276509149342516,Protein_LRRTM2,-0.3069657635637997,Protein_TF,0.3069988038166498,Protein_NBR1,9.908154536905755
210,Protein_CXCL10,0.2537692266104452,Protein_PPP3CA,0.2878745838506953,Protein_IGFBP6,-0.2224189324319994,Protein_MGAT2,-0.30652491455849473,Protein_APEX1,0.3049853237108753,Protein_FAM3B,9.884585386283959
211,Protein_NLGN3,0.25357096042504956,Protein_MDH2,0.28770678166991104,Protein_FCN2,-0.22235227429871962,Protein_CISD1,-0.3054736075175053,Protein_CCL18,0.3045296778808697,Protein_ROBO2,9.88112468350663
212,Protein_STX3,0.25260672246979077,Protein_IRF1.1,0.28685928010348505,Protein_CFHR5,-0.2216686804382757,Protein_TMEM59L,-0.30538441653239,Protein_VIT.1,0.3024669959538757,Protein_FAM234B.1,9.87554507966099
213,Protein_DKK2,0.25258708850822975,Protein_FCN2,-0.28652839574211963,Protein_RHOA,-0.22112432572140506,Protein_HAVCR2.2,-0.3043802195781944,Protein_HNRNPA2B1,0.30182678643053995,Protein_CD300A,9.874274776365414
214,Protein_PDIA6,0.25174007954371014,Protein_NTM,0.28645657994789886,Protein_CLIC4,-0.22048405936837412,Protein_F2.2,0.3038623385367494,Protein_KLK3,0.3012806047012404,Protein_COL6A1,9.870856623269656
215,Protein_NDUFV2,0.2515757886513099,Protein_TNFSF12,0.2856764337170059,Protein_IL1RL1,-0.220249101056055,Protein_FUT10,-0.30359571274548447,Protein_ARHGAP36,0.30121012576947503,Protein_PEBP1,9.85377354779975
216,Protein_PCDHGB4,0.2510594081469746,Protein_CHL1,0.2855283661120005,Protein_CDH5,-0.21955061645951002,Protein_TMEM132C.1,-0.3032278030232547,Protein_ARPC1B,0.30098806093635044,Protein_QPCTL,9.8411705589819
217,Protein_VWF,0.2508507674819751,Protein_L1CAM,0.28552441491217007,Protein_FCGR1A,0.21930868858696062,Protein_DNAJB2,-0.3027582423368509,Protein_ITGA1,0.29827756351168544,Protein_CLIC4,9.833269059368375
218,Protein_CACNA2D3,0.250314853978141,Protein_NMT1,-0.28464332100169454,Protein_BAGE3,-0.21925643273400564,Protein_CGA.2,-0.30222608036369003,Protein_CTBS,0.29806598375661,Protein_SOD2,9.827384569170889
